Bees: 6; mutation precent: 20
Iter best mean
0 42.41223103057757 30.898452246130613
1 42.41223103057757 31.79501698754247
2 42.41223103057757 34.68289920724802
3 45.07361268403171 36.00415251038127
4 48.01812004530011 36.49490373725934
5 48.01812004530011 38.306908267270664
6 48.5277463193658 38.39184597961494
7 48.5277463193658 41.081540203850516
8 48.5277463193658 42.41223103057758
9 48.98074745186863 42.487731219328055
10 48.98074745186863 43.86560966402416
11 49.15062287655719 44.19592298980748
12 53.28425821064553 45.50773876934693
13 53.28425821064553 46.300490751226874
14 58.323895809739525 47.34805587013967
15 58.323895809739525 47.34805587013967
16 58.323895809739525 47.65005662514156
17 58.323895809739525 47.999244998112495
18 58.323895809739525 47.999244998112495
19 58.323895809739525 47.999244998112495
20 58.323895809739525 47.999244998112495
21 58.437146092865234 48.018120045300115
22 58.437146092865234 48.036995092487736
23 58.833522083805214 49.24499811249529
24 65.118912797282 50.50018875047187
25 65.118912797282 51.85919214798037
26 66.8176670441676 52.14231785579465
27 66.8176670441676 52.14231785579465
28 66.8176670441676 52.32163080407702
29 66.8176670441676 52.47263118157795
30 66.8176670441676 52.47263118157795
31 67.10079275198187 52.519818799547004
32 67.10079275198187 53.62400906002265
33 67.10079275198187 54.78482446206115
34 67.10079275198187 54.78482446206115
35 67.10079275198187 54.78482446206115
36 67.10079275198187 54.78482446206115
37 67.10079275198187 54.78482446206115
38 67.10079275198187 54.78482446206115
39 67.10079275198187 54.78482446206115
40 67.10079275198187 54.78482446206115
41 67.10079275198187 54.78482446206115
42 67.10079275198187 54.78482446206115
43 67.10079275198187 54.78482446206115
44 67.10079275198187 54.78482446206115
45 67.10079275198187 54.78482446206115
46 67.10079275198187 54.78482446206115
47 67.10079275198187 54.78482446206115
48 67.10079275198187 54.78482446206115
49 69.93204983012458 55.256700641751614
50 69.93204983012458 55.256700641751614
51 69.93204983012458 55.256700641751614
52 69.93204983012458 55.256700641751614
53 69.93204983012458 55.256700641751614
54 69.93204983012458 55.256700641751614
55 69.93204983012458 55.256700641751614
56 69.93204983012458 55.256700641751614
57 72.65005662514157 55.709701774254434
58 72.65005662514157 55.709701774254434
59 76.38731596828993 56.33257833144583
60 76.38731596828993 56.33257833144583
61 76.38731596828993 56.33257833144583
62 76.38731596828993 56.33257833144583
63 76.38731596828993 52.0951302378256
64 76.38731596828993 31.662891657229142
65 76.38731596828993 36.86296715741789
66 76.38731596828993 40.29822574556436
67 79.95469988674971 41.75160437901095
68 79.95469988674971 43.31823329558324
69 79.95469988674971 43.31823329558324
70 79.95469988674971 43.81842204605511
71 79.95469988674971 44.61117402793507
72 79.95469988674971 46.092865232163085
73 79.95469988674971 47.0554926387316
74 79.95469988674971 47.70668176670441
75 79.95469988674971 47.98036995092488
76 79.95469988674971 48.150245375613444
77 79.95469988674971 48.150245375613444
78 79.95469988674971 48.150245375613444
79 79.95469988674971 48.73537183842959
80 79.95469988674971 48.999622499056244
81 79.95469988674971 49.150622876557186
82 79.95469988674971 49.150622876557186
83 79.95469988674971 49.38656096640241
84 79.95469988674971 51.3590033975085
85 79.95469988674971 53.784446961117396
86 79.95469988674971 53.88825972064931
87 79.95469988674971 54.341260853152136
88 79.95469988674971 54.341260853152136
89 81.48357870894677 55.02076255190638
90 81.48357870894677 55.02076255190638
91 81.48357870894677 55.624764061910156
92 81.48357870894677 55.624764061910156
93 81.48357870894677 55.624764061910156
94 81.48357870894677 55.624764061910156
95 84.37146092865233 56.106077765194414
96 84.37146092865233 56.106077765194414
97 84.37146092865233 56.12495281238203
98 84.37146092865233 57.172517931294834
99 84.37146092865233 57.172517931294834
