Bees: 6; mutation precent: 5
Iter best mean
0 39.977349943374854 26.840317100792756
1 40.88335220838052 28.086070215175535
2 42.7519818799547 30.955077387693468
3 44.903737259343146 33.38052095130238
4 44.903737259343146 34.40921102302756
5 46.37599093997735 34.68289920724801
6 49.263873159682895 35.86258965647414
7 49.263873159682895 37.334843337108346
8 49.263873159682895 38.25028312570782
9 49.263873159682895 39.15628539071348
10 49.263873159682895 39.69422423556059
11 49.263873159682895 40.24160060400151
12 49.263873159682895 40.60022650056625
13 49.263873159682895 40.63797659494149
14 49.263873159682895 40.6474141185353
15 49.263873159682895 41.732729331823336
16 49.263873159682895 42.84635711589279
17 50.33975084937712 43.30879577198942
18 50.33975084937712 44.252548131370325
19 50.33975084937712 45.04530011325028
20 50.33975084937712 45.130237825594556
21 50.33975084937712 45.36617591543979
22 50.33975084937712 45.58323895809739
23 50.33975084937712 45.5926764816912
24 50.33975084937712 46.0079275198188
25 50.33975084937712 46.0079275198188
26 50.33975084937712 46.36655341638354
27 50.33975084937712 46.36655341638354
28 50.33975084937712 46.36655341638354
29 50.33975084937712 46.36655341638354
30 50.33975084937712 46.36655341638354
31 50.33975084937712 46.36655341638354
32 50.33975084937712 47.0554926387316
33 50.33975084937712 47.0554926387316
34 50.33975084937712 48.15024537561343
35 50.33975084937712 48.15968289920724
36 50.33975084937712 48.15968289920724
37 50.33975084937712 48.603246508116264
38 50.33975084937712 48.603246508116264
39 50.33975084937712 48.603246508116264
40 50.33975084937712 48.69762174405435
41 50.33975084937712 49.509248773121925
42 51.92525481313703 49.81124952812382
43 51.92525481313703 50.0
44 51.92525481313703 50.0
45 52.9445073612684 50.24537561343903
46 52.9445073612684 50.36806342015854
47 54.75651189127972 50.670064175160434
48 54.75651189127972 50.670064175160434
49 54.75651189127972 50.67950169875425
50 55.60588901472253 51.29294073235183
51 56.68176670441676 51.613816534541336
52 56.68176670441676 51.613816534541336
53 56.68176670441676 51.613816534541336
54 56.68176670441676 51.613816534541336
55 58.833522083805214 52.85956964892412
56 58.833522083805214 52.85956964892412
57 58.833522083805214 52.9445073612684
58 62.91053227633069 54.24688561721404
59 62.91053227633069 54.24688561721404
60 62.91053227633069 54.416761041902596
61 65.17553793884485 54.79426198565496
62 66.13816534541337 55.539826349565864
63 66.13816534541337 55.9928274820687
64 66.13816534541337 56.13439033597584
65 66.13816534541337 55.369950924877315
66 66.13816534541337 55.369950924877315
67 66.13816534541337 55.369950924877315
68 66.19479048697622 56.24764061910155
69 66.19479048697622 56.43639109097773
70 66.19479048697622 56.43639109097773
71 66.19479048697622 56.49301623254058
72 66.19479048697622 56.49301623254058
73 66.19479048697622 56.9365798414496
74 66.19479048697622 56.9365798414496
75 66.19479048697622 57.07814269535674
76 66.19479048697622 57.07814269535674
77 66.19479048697622 57.07814269535674
78 66.19479048697622 57.10645526613816
79 66.19479048697622 58.00302000755001
80 66.42129105322763 58.795771989429966
81 66.42129105322763 59.01283503208757
82 66.42129105322763 59.220460551151376
83 67.27066817667044 60.10758776896943
84 67.27066817667044 60.45677614194037
85 67.27066817667044 60.45677614194037
86 70.49830124575311 60.994714986787464
87 70.49830124575311 60.994714986787464
88 70.49830124575311 60.994714986787464
89 71.68742921857304 61.19290298225746
90 71.68742921857304 61.47602869007173
91 71.68742921857304 61.99509248773122
92 73.04643261608153 62.22159305398262
93 73.04643261608153 62.22159305398262
94 73.04643261608153 62.684031710079275
95 73.04643261608153 62.684031710079275
96 73.32955832389581 62.731219328048326
97 75.19818799547 63.04265760664401
98 76.38731596828993 63.24084560211401
99 77.519818799547 63.42959607399018
