Bees: 6; mutation precent: 30
Iter best mean
0 35.334088335220834 28.359758399395997
1 38.90147225368064 31.464703661759156
2 42.69535673839185 34.02227255568139
3 42.69535673839185 34.02227255568139
4 42.69535673839185 35.249150622876556
5 42.69535673839185 35.2869007172518
6 49.263873159682895 38.74103435258588
7 49.263873159682895 38.74103435258588
8 49.263873159682895 38.74103435258588
9 49.263873159682895 39.22234805587015
10 49.263873159682895 39.260098150245376
11 49.263873159682895 39.543223858059655
12 49.263873159682895 41.76104190260475
13 49.263873159682895 41.76104190260475
14 49.263873159682895 43.45979614949038
15 49.263873159682895 43.45979614949038
16 49.263873159682895 43.45979614949038
17 49.263873159682895 43.45979614949038
18 49.263873159682895 44.167610419026055
19 49.263873159682895 44.526236315590786
20 49.263873159682895 44.526236315590786
21 50.566251415628535 44.9509248773122
22 50.566251415628535 44.9509248773122
23 50.566251415628535 44.9509248773122
24 51.075877689694224 45.03586258965648
25 51.755379388448475 45.451113627784075
26 51.755379388448475 45.451113627784075
27 51.755379388448475 45.451113627784075
28 51.755379388448475 45.451113627784075
29 51.755379388448475 45.451113627784075
30 51.755379388448475 46.10230275575689
31 52.434881087202726 46.215553038882604
32 52.434881087202726 41.411853529633824
33 52.434881087202726 41.65722914307286
34 52.434881087202726 43.56360890902227
35 52.434881087202726 43.56360890902227
36 52.434881087202726 43.56360890902227
37 52.434881087202726 43.95054737636844
38 54.4167610419026 44.56398640996603
39 54.4167610419026 44.56398640996603
40 55.775764439411105 44.790486976217444
41 61.83465458663646 46.12117780294451
42 61.83465458663646 46.12117780294451
43 61.83465458663646 46.12117780294451
44 61.83465458663646 46.979992449981125
45 61.83465458663646 47.16874292185731
46 62.85390713476784 47.33861834654587
47 62.85390713476784 47.33861834654587
48 62.85390713476784 47.414118535296346
49 62.85390713476784 47.631181577953946
50 62.85390713476784 47.631181577953946
51 62.85390713476784 47.631181577953946
52 62.85390713476784 47.631181577953946
53 62.85390713476784 48.40505851264627
54 63.92978482446207 49.73574933937334
55 63.92978482446207 51.481691204228014
56 63.92978482446207 51.481691204228014
57 63.92978482446207 51.481691204228014
58 63.92978482446207 51.50056625141563
59 63.92978482446207 51.95356738391846
60 63.92978482446207 52.00075500188751
61 63.92978482446207 52.06681766704418
62 63.92978482446207 49.44318610796528
63 63.92978482446207 50.28312570781427
64 63.92978482446207 50.28312570781427
65 63.92978482446207 50.28312570781427
66 63.92978482446207 50.28312570781427
67 63.92978482446207 50.33975084937712
68 63.92978482446207 50.33975084937712
69 63.92978482446207 50.33975084937712
70 63.92978482446207 50.33975084937712
71 63.92978482446207 50.707814269535675
72 63.92978482446207 51.41562853907135
73 63.92978482446207 51.41562853907135
74 63.92978482446207 51.915817289543234
75 63.92978482446207 52.64250660626652
76 63.92978482446207 53.7844469611174
77 63.92978482446207 54.228010570026434
78 63.92978482446207 54.23744809362024
79 63.92978482446207 54.463948659871654
80 63.92978482446207 54.463948659871654
81 63.92978482446207 54.463948659871654
82 64.94903737259344 49.027935069837675
83 64.94903737259344 49.5753114382786
84 67.78029445073612 50.04718761796905
85 67.78029445073612 50.04718761796905
86 67.78029445073612 50.04718761796905
87 67.78029445073612 50.50018875047187
88 69.76217440543601 51.642129105322766
89 69.76217440543601 51.77425443563609
90 69.76217440543601 51.77425443563609
91 69.76217440543601 51.97244243110608
92 69.76217440543601 52.51038127595319
93 69.76217440543601 52.51038127595319
94 69.76217440543601 52.51038127595319
95 69.76217440543601 52.95394488486221
96 69.76217440543601 52.95394488486221
97 69.76217440543601 52.95394488486221
98 69.76217440543601 52.95394488486221
99 69.76217440543601 52.95394488486221
