Bees: 6; mutation precent: 50
Iter best mean
0 39.29784824462061 29.029822574556434
1 39.58097395243488 29.388448471121176
2 42.69535673839185 30.37938844847112
3 50.7361268403171 31.97432993582484
4 50.7361268403171 33.993959984899966
5 50.7361268403171 33.993959984899966
6 50.7361268403171 34.616836542091356
7 50.7361268403171 35.022650056625146
8 50.7361268403171 36.4477161192903
9 50.7361268403171 36.4477161192903
10 50.7361268403171 36.85352963382408
11 51.755379388448475 37.02340505851265
12 51.755379388448475 39.09022272555681
13 51.755379388448475 41.043790109475275
14 51.755379388448475 44.026047565118915
15 51.755379388448475 44.026047565118915
16 53.17100792751982 44.26198565496414
17 53.17100792751982 44.26198565496414
18 53.17100792751982 44.26198565496414
19 53.17100792751982 45.25292563231409
20 53.17100792751982 45.25292563231409
21 53.17100792751982 45.34730086825217
22 53.17100792751982 45.34730086825217
23 53.17100792751982 45.34730086825217
24 53.17100792751982 45.34730086825217
25 53.17100792751982 45.34730086825217
26 53.17100792751982 45.34730086825217
27 53.17100792751982 45.34730086825217
28 53.17100792751982 45.34730086825217
29 54.02038505096263 45.488863722159316
30 54.02038505096263 45.488863722159316
31 61.09852774631936 47.159305398263506
32 61.09852774631936 47.159305398263506
33 61.21177802944507 47.17818044545112
34 64.21291053227634 47.67836919592298
35 64.21291053227634 47.67836919592298
36 64.21291053227634 47.67836919592298
37 64.21291053227634 47.67836919592298
38 64.21291053227634 47.67836919592298
39 64.21291053227634 47.67836919592298
40 64.21291053227634 48.32012080030199
41 64.21291053227634 49.61306153265383
42 64.21291053227634 49.61306153265383
43 64.21291053227634 46.88561721404304
44 64.21291053227634 48.537183842959614
45 64.21291053227634 44.32804832012081
46 64.21291053227634 45.79086447716119
47 64.21291053227634 48.16912042280106
48 64.21291053227634 49.32049830124575
49 64.21291053227634 49.32049830124575
50 64.21291053227634 49.32049830124575
51 64.21291053227634 49.32049830124575
52 64.21291053227634 49.32049830124575
53 64.21291053227634 49.32049830124575
54 64.83578708946773 49.42431106077765
55 64.83578708946773 49.42431106077765
56 64.83578708946773 49.42431106077765
57 64.83578708946773 49.42431106077765
58 64.83578708946773 49.42431106077765
59 64.83578708946773 49.42431106077765
60 64.83578708946773 49.42431106077765
61 64.83578708946773 49.42431106077765
62 64.83578708946773 45.39448848622121
63 64.83578708946773 47.84824462061155
64 64.83578708946773 47.84824462061155
65 64.83578708946773 47.84824462061155
66 64.83578708946773 47.84824462061155
67 64.83578708946773 47.84824462061155
68 78.31257078142696 50.09437523593809
69 78.31257078142696 50.50018875047187
70 78.31257078142696 50.50018875047187
71 78.31257078142696 50.50018875047187
72 78.31257078142696 50.50018875047187
73 78.31257078142696 50.50018875047187
74 78.31257078142696 50.50018875047187
75 78.31257078142696 50.50018875047187
76 78.31257078142696 46.045677614194034
77 78.31257078142696 46.092865232163085
78 78.31257078142696 46.49867874669687
79 78.31257078142696 44.26198565496414
80 78.31257078142696 44.86598716496792
81 78.31257078142696 44.86598716496792
82 78.31257078142696 46.18724046810117
83 78.31257078142696 46.18724046810117
84 78.31257078142696 46.18724046810117
85 78.31257078142696 46.18724046810117
86 78.31257078142696 46.18724046810117
87 78.31257078142696 46.18724046810117
88 78.31257078142696 47.54624386560966
89 78.31257078142696 47.54624386560966
90 78.31257078142696 47.961494903737254
91 78.31257078142696 47.961494903737254
92 78.31257078142696 47.961494903737254
93 78.31257078142696 45.39448848622121
94 78.31257078142696 45.39448848622121
95 78.31257078142696 45.39448848622121
96 78.31257078142696 45.39448848622121
97 78.31257078142696 45.39448848622121
98 78.31257078142696 46.10230275575689
99 78.31257078142696 46.10230275575689
